Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02799,CHURCH AVENUE EXPRESS INC,,2020,12,December,"3,601",0,19
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2017,1,January,"4,091",0,87
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2020,3,March,357,0,5
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2017,2,February,"3,598",0,17
B02657,MALCOLM LIMO EXPRESS CORP.,,2021,4,April,"3,516",0,36
B02508,"DISPATCH CENTRAL, INC.",,2016,12,December,76,0,10
B02110,"OPTIMUM CAR & LIMO, INC.",,2020,5,May,"1,277",0,23
B02379,THE OPTION TRANSPORTATION CORP.,,2015,11,November,"1,062",0,13
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2019,4,April,"5,259",0,15
B02715,GROUNDANYWHERE LLC,,2018,12,December,"14,401",0,551
B00856,BEE-BEE CAR SERVICE INC.,,2020,7,July,"37,651",0,166
B01928,DISCOVER LIMO INC,INFINITY LIMO,2015,4,April,75,0,13
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2017,8,August,"5,315",0,41
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2021,7,July,418,0,5
b00855,MAGNIFICENT 7'S ENTP INC,,2018,4,April,382,0,5
B02217,PCS LIMOUSINE INC.,,2019,10,October,411,0,7
B00889,MEXICANA CAR SERVICE INC.,,2018,4,April,"8,997",0,43
B03100,MORELOS CAR SERVICE INC.,,2020,12,December,114,0,1
B02249,"LA RAZA CAR SERVICE, INC.",,2017,2,February,"6,448",0,51
B01312,BROOKLYN RAD DISP INC,,2020,12,December,"43,795",0,394
B01663,CIBAO RADIO DISPATCH,,2020,4,April,35,0,12
B01768,NEW SUPERIOR RADIO GRP CORP,,2016,1,January,"9,164",0,71
B02599,CMS LIMO INC.,,2019,3,March,227,0,11
B01081,GEORGE TOWN MANAGEMENT INC,,2020,10,October,329,0,4
B01811,IVOIRE LIMO INC.,,2018,3,March,"1,228",0,22
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,2017,9,September,"1,884",0,45
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2020,12,December,46,0,2
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,,2016,6,June,"2,772",0,11
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2018,1,January,"1,267",0,23
B00350,CHAMPION CAR & LIMO SVC. INC.,,2018,10,October,"2,996",0,19
B02429,SEAGULL RIDE CORP,,2018,7,July,"3,173",0,12
B01663,CIBAO RADIO DISPATCH,,2018,7,July,"7,911",0,44
B01009,UNITED LIMO C/M SVC CORP,,2021,4,April,253,0,7
B00900,BIG Q CAR SVC. INC.,,2017,11,November,"45,301",0,182
B02826,NEW BELL LUXURY CORP,,2019,7,July,"4,357",0,38
B02823,AAA FAMILY LIMOUSINE SERVICE INC,,2019,5,May,25,0,3
B02799,CHURCH AVENUE EXPRESS INC,,2021,8,August,"43,694",0,200
B02920,AMAZING CAR AND LIMO SERVICE INC,,2017,7,July,795,0,10
B03333,ABSOLUTE CAR SERVICE CORP.,,2021,6,June,"1,271",0,22
B00334,DO MAX CORP.,HIGH BRIDGE C/S,2015,5,May,"4,776",0,50
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2020,3,March,"1,813",0,11
B02573,SUNSET PARK CAR SERVICE INC,,2018,5,May,"2,190",0,10
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2015,10,October,"2,322",0,48
B02418,PLUSH SERVICES CORP,,2019,4,April,587,0,14
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2017,8,August,25,0,7
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2016,7,July,511,0,9
B01109,UNITED EXP C/L SVCE,,2017,8,August,"11,119",0,65
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2017,9,September,"2,192",0,29
B02740,MAZAL LIMOUSINE SERVICE INC,,2016,4,April,103,0,5
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2016,8,August,"1,282",0,12
B00900,BIG Q CAR SVC. INC.,,2016,4,April,"59,484",0,212
B00310,WATSON CAR SERVICE INC.,,2016,1,January,"33,600",0,164
B02096,"CET GROUP, INC",,2015,4,April,277,0,55
B02848,V R WORLDWIDE INC,,2018,12,December,43,0,2
B02536,SEAGULL RIDE CORP,,2017,6,June,"1,397",0,9
B02704,SPRINGFIELD CAR SERVICE INC,,2017,11,November,775,0,12
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2016,1,January,"2,802",0,58
B02472,NEW BUSHWICK LUXURY INC.,,2017,4,April,"14,114",0,76
B02557,185 MALTA CAR SERVICE LLC,,2019,2,February,45,0,3
B02965,ORION LUXURY CORP,,2020,2,February,207,0,11
B03015,TRI-COUNTY BLACK CARS INC,,2017,8,August,"2,882",0,13
B00001,LONDON TOWNCARS INC,,2015,4,April,"2,239",0,40
B02022,GOLD SEAL CAR & LIMO INC.,,2016,7,July,924,0,26
B02987,7 WAYS TRANSPORTATION CORP.,,2021,9,September,248,0,11
B02760,VISMAR RADIO DISPATCH INC.,,2020,2,February,51,0,3
B00013,LOVE CORPORATE CAR INC,,2020,3,March,"1,469",0,79
B03137,"IOT SERVICES, LLC",,2020,2,February,71,0,3
B01432,TOVAR TRANSPORTATION INC,,2021,6,June,"1,692",0,10
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2021,8,August,81,0,5
B02496,MAHAICA EXPRESS SERVICE INC.,,2017,10,October,99,0,5
B02207,"EASTERN LUXURY, INC.",,2018,5,May,291,0,70
B02797,CJ LIMOUSINE LLC,,2019,9,September,418,0,18
B01194,440 CAR SERVICE INC.,,2016,1,January,"8,773",0,44
B02418,PLUSH SERVICES CORP,,2019,12,December,676,0,18
B00821,ATLANTIC CAR SVCE,,2021,8,August,"12,477",0,73
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2017,9,September,"7,002",0,126
B00387,FORTUNE LIMOUSINES INC,,2019,4,April,304,0,9
B02925,SIGNATURE BLACK CAR LLC,,2019,9,September,536,0,17
B03220,PASEO TRANSPORTATION INC.,,2021,3,March,343,0,5
B02508,"DISPATCH CENTRAL, INC.",,2017,5,May,26,0,3
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2018,8,August,956,0,5
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2017,11,November,649,0,8
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2018,10,October,399,0,7
B01436,NEW PRONTO TRANSP INC,,2017,5,May,"1,614",0,22
B01614,R TRANSPORT INC,,2018,10,October,436,0,4
B01065,EL BARRIO'S CAR SERVICE LLC,,2016,1,January,"21,836",0,128
B02638,EAGER LIMO SERVICE INC.,,2015,11,November,1,0,1
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2016,10,October,66,0,6
B01444,REGO PARK EXPRESS INC.,,2017,9,September,"2,661",0,20
B00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2020,10,October,"8,487",0,49
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2020,3,March,"2,459",0,11
B01437,MERENGUE LIMO & C/S INC,,2017,2,February,"15,647",0,67
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2021,1,January,151,0,1
B01779,APEX CAR & LIMO SVCE INC,,2021,8,August,185,0,9
B01250,BELLE MANAGEMENT CORP.,GLEN BELLE CAR SERVICE,2017,5,May,374,0,9
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2016,1,January,"2,116",0,12
B02967,ABIEL TRANSPORTATION CORP,,2017,4,April,350,0,11
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,,2019,12,December,"4,613",0,20
B01984,NY 88 EXPRESS CORP.,,2019,7,July,"24,315",0,128
B02501,"EAST HANOVER AUTO SALES, INC.",MY LIMOUSINE SERVICE,2017,12,December,68,0,9
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2020,3,March,27,0,4
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2019,6,June,380,0,3
B02967,ABIEL TRANSPORTATION CORP,,2019,11,November,184,0,2
B02022,GOLD SEAL CAR & LIMO INC.,,2017,2,February,957,0,32
B00860,SEAMAN RADIO DISPATCHERS INC,,2018,4,April,"24,311",0,126
B02546,X RADIO DISPATCHER INC.,,2019,3,March,"13,033",0,57
B02762,SHOWTIME TRANSPORTATION CORP.,,2020,9,September,"1,008",0,15
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2015,10,October,"3,513",0,17
B02447,LUIGI MEMO INC.,VIEW,2017,11,November,21,0,13
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2015,10,October,"5,346",0,24
B02975,LI YANG LIMOUSINE INC,,2021,5,May,"2,918",0,16
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2017,1,January,"5,422",0,24
B02316,"AJAY CAR SERVICE, LLC.",,2016,12,December,756,0,8
B02715,GROUNDANYWHERE LLC,,2015,6,June,"11,853",0,224
B02026,A RIDE FOR ALL LLC,,2019,6,June,35,0,1
B03020,5J TRANSPORTATION INC.,,2019,1,January,"1,280",0,10
B02594,FENIX MOBILE DISPATCHERS LTD,,2017,9,September,"1,627",0,7
B01391,ROSE 'N' DALE C/S INC,,2015,5,May,"4,963",0,18
B01300,KENNEDY RAD DISP INC,,2017,10,October,"9,076",0,78
B01871,"ALPINE LIMOUSINE SERVICE, INC.",,2020,2,February,1,0,1
B01779,APEX CAR & LIMO SVCE INC,,2019,10,October,396,0,25
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2016,4,April,"31,720",0,126
B02903,JFK LUXURY LIMOUSINE INC,,2017,9,September,769,0,37
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2019,12,December,"23,281",0,168
B02470,VAHANA INC.,,2018,10,October,723,0,14
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2021,3,March,439,0,21
B01923,"AVID INTERNATIONAL, INC.",,2018,4,April,164,0,5
B02881,DIANE CAR AND LIMO SERVICE LLC,,2016,6,June,"8,331",0,36
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2015,5,May,"2,357",0,24
B01492,MOBILE #1 CAR SERVICE INC.,,2019,6,June,28,0,6
B02834,811 TRANSIT CORP,,2021,3,March,"1,993",0,7
B02110,"OPTIMUM CAR & LIMO, INC.",,2021,9,September,457,0,6
B03254,TEMPO TRANSPORTATION CORP.,,2020,9,September,39,0,2
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2016,3,March,"3,003",0,16
B02410,"POLO LIMOUSINE, CORP.",,2019,5,May,"1,590",0,51
B03084,PERSIST CORPORATION,,2018,11,November,728,0,14
B03166,TURING ENTERPRISES INC.,,2021,10,October,547,0,10
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2017,2,February,"4,373",0,40
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2017,10,October,"8,314",0,25
B02060,AMERICAN LIMOUSINE LLC,FLYTE TYME WORLDWIDE/ADDISON LEE/TRISTAR,2015,5,May,603,0,66
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2016,7,July,"62,099",0,733
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2021,6,June,964,0,140
B00054,128 BLUE BIRD TRANSPORT INC.,LATCH CAR SERVICE,2017,11,November,"1,392",0,6
B01346,ARECIBO C/S INC,,2016,1,January,"13,455",0,75
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2019,8,August,417,0,12
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2019,4,April,466,0,3
B01768,NEW SUPERIOR RADIO GRP CORP,,2016,10,October,"8,319",0,61
B01056,UNITY CAR & LIMO INC.,,2018,8,August,790,0,10
B02003,"AVALON CORPORATE CAR,INC.",,2020,8,August,811,0,88
B01087,ELITE LIMO PLUS INC,,2017,9,September,"20,812",0,453
B02316,"AJAY CAR SERVICE, LLC.",,2016,5,May,"1,238",0,14
B02803,OUTSIDE'S CAR SERVICE INC.,,2018,5,May,"7,370",0,41
B03046,"BEL-LINDA, INC",ISLANDER TRANS,2018,5,May,"3,173",0,10
B02594,FENIX MOBILE DISPATCHERS LTD,,2017,3,March,666,0,5
B03174,NEW HEAVEN LUXURY INC,,2019,8,August,101,0,2
B02279,MATAMOROS CAR SERVICE INC.,,2019,10,October,"5,730",0,18
B00001,LONDON TOWNCARS INC,,2016,2,February,"1,844",0,40
B01300,KENNEDY RAD DISP INC,,2018,12,December,"12,907",0,102
B02903,JFK LUXURY LIMOUSINE INC,,2021,3,March,213,0,6
B03200,L & J LOGISTICS CORP.,,2020,11,November,363,0,11
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2019,12,December,"6,746",0,43
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2016,5,May,"1,873",0,17
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2017,1,January,"22,777",0,90
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2017,3,March,"11,391",0,60
B01984,NY 88 EXPRESS CORP.,,2019,12,December,"20,838",0,121
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2018,1,January,121,0,10
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2017,7,July,29,0,15
B01445,J T TRANS CO INC,,2018,2,February,172,0,54
B01066,DOMINICANA RAD DISP INC,,2016,4,April,"20,986",0,108
B02739,TRAXLINE CAR SERVICE INC.,,2020,2,February,344,0,8
B03220,PASEO TRANSPORTATION INC.,,2020,12,December,243,0,6
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2021,2,February,"1,945",0,10
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2021,1,January,"2,514",0,18
B02840,RAELEEN CAR CORP.,,2021,2,February,191,0,6
B00183,KEW GARDEN OPERATING CORP,,2015,11,November,312,0,13
B01061,DAT RADIO DISP INC,,2019,1,January,"31,317",0,138
B01846,ROMANTIQUE LIMOUSINE INC.,,2018,7,July,44,0,10
B02784,SMILE TRANSPORTATION GROUP INC,,2017,7,July,"6,967",0,28
B03269,"KID CAR NY,LLC",,2021,5,May,368,0,13
B02034,NEW IMPERIAL CAR SERVICE INC,,2016,4,April,"2,153",0,15
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2017,7,July,241,0,4
B03047,"STS LUXURY, INC",,2020,10,October,"2,277",0,36
B02016,PLANET LIMOUSINE LLC,,2018,5,May,"1,750",0,36
B01118,INTERNATIONAL CAR SERVICE INC.,,2017,11,November,558,0,9
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2021,10,October,"5,669",0,24
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2017,10,October,"3,930",0,82
B02418,PLUSH SERVICES CORP,,2017,7,July,162,0,10
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2018,8,August,"3,739",0,13
B01553,CITY LINE CAR SERVICE INC,,2019,3,March,732,0,23
B01109,UNITED EXP C/L SVCE,,2021,7,July,"3,500",0,14
B01444,REGO PARK EXPRESS INC.,,2020,7,July,757,0,7
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2019,4,April,"6,076",0,33
B00095,LIBERTY CAR SERVICE INC.,,2020,12,December,"1,046",0,7
B02963,GULF LUXURY INC,,2019,9,September,199,0,5
B00987,MARLBORO CAR SERVICE INC.,,2019,1,January,"3,248",0,13
B01944,"DAG NETWORK TRANSPORTATION,CORP",,2019,3,March,1,0,1
B02103,A & S LIMOUSINE SERVICE CORP,,2016,10,October,"10,133",0,77
B02984,GRAND PRIX TRANSPORTATION LLC,,2018,1,January,125,0,6
B01877,U.S.A. LIMO. INC.,BLUE LINE,2021,4,April,672,0,138
B01285,UNION RADIO DISPATCH INC,,2021,8,August,"5,794",0,33
B00381,BELL RADIO INC,,2016,10,October,"5,148",0,111
B02670,STRIDE TRANSPORTATION INC.,,2018,8,August,427,0,35
B00477,INTA-BORO ACRES INC,,2017,9,September,"8,908",0,162
B00932,NATASHAS GRP CAR CORP,,2021,6,June,"1,400",0,5
B02096,"CET GROUP, INC",,2017,10,October,272,0,32
b00850,UPTOWN TRANSIT CORP,,2015,12,December,612,0,8
b01700,LINDEN EXPRESS CAR SERVICES INC.,,2017,6,June,920,0,6
B02799,CHURCH AVENUE EXPRESS INC,,2017,12,December,"1,956",0,7
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2019,3,March,"1,080",0,91
B03262,ROYALTY FAMILY CORP,,2021,4,April,391,0,9
B03266,HOYT LIMO & SERVICE CORP.,,2021,10,October,"8,973",0,39
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2016,2,February,869,0,28
B03263,RITZY TRANSPORTATION CORP.,,2021,3,March,246,0,5
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2019,12,December,"1,236",0,4
B01065,EL BARRIO'S CAR SERVICE LLC,,2016,2,February,"22,222",0,126
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2020,2,February,"2,007",0,10
B02794,ASAP LUXE INC,,2020,2,February,"1,680",0,17
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2019,10,October,226,0,8
B02505,TRELAWNY CAR SERVICE INC,,2018,3,March,"3,517",0,18
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2020,12,December,543,0,6
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2016,1,January,"1,003",0,22
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2021,6,June,54,0,4
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2018,8,August,"5,787",0,31
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2016,11,November,"16,027",0,258
B01536,FIRST CLASS C/L SVC CORP,,2020,3,March,"10,970",0,86
B03124,MARR LIMO LLC,,2018,9,September,102,0,4
B02717,ZOOM CAR SERVICE INC.,,2015,12,December,"1,523",0,6
B02021,EASYRIDE CAR SERVICE INC.,,2020,11,November,388,0,3
B01492,MOBILE #1 CAR SERVICE INC.,,2015,7,July,"1,702",0,22
B02747,LEGEND LUXURY LIMO INC.,,2015,11,November,"3,284",0,31
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2018,12,December,"3,179",0,71
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2019,5,May,"4,036",0,33
B00855,MAGNIFICENT 7'S ENTP INC,,2019,8,August,"1,885",0,7
B02901,GALLANT LUXURY SERVICE CORP.,,2021,6,June,415,0,4
B02897,FC LIMOUSINE INC,,2018,3,March,842,0,23
B01250,BELLE MANAGEMENT CORP.,GLEN BELLE CAR SERVICE,2018,6,June,447,0,17
LYFT,LYFT,LYFT,2016,6,June,"1,073,973",0,"15,095"
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2020,4,April,428,0,2
B02905,PUEBLA LUXURY CORP,,2018,7,July,"8,142",0,40
B02537,ALLTOWN LIMO CORP.,,2020,6,June,"2,356",0,26
B02797,CJ LIMOUSINE LLC,,2020,6,June,11,0,5
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2015,1,January,"2,134",0,13
B01432,TOVAR TRANSPORTATION INC,,2020,10,October,"1,983",0,11
b00941,PERSONAL TOUCH C/S,,2016,2,February,"3,177",0,20
B02470,VAHANA INC.,,2018,4,April,775,0,15
B02207,"EASTERN LUXURY, INC.",,2016,12,December,394,0,94
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2019,12,December,"3,210",0,47
B02285,"VALERA GLOBAL, INC.",,2017,7,July,"3,367",0,89
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2021,9,September,40,0,4
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2020,11,November,66,0,6
b00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2016,6,June,"9,668",0,57
B00647,KISS CAR SERVICE INC,,2020,4,April,"10,841",0,64
B01700,LINDEN EXPRESS CAR SERVICES INC.,,2016,3,March,"1,472",0,12
B02106,"PERFECT LIMO SERVICE, INC.",,2015,4,April,113,0,8
B01801,SHUTTLEUP LLC,HENRY LIMOUSINE,2016,5,May,"1,021",0,23
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,,2021,3,March,"5,000",0,25
B01338,3210 WEBSTER AV PRESTIGE C/S,,2021,3,March,"10,043",0,50
B02891,"GLIDE LUXURY TRANSPORTATION, INC",,2016,12,December,209,0,5
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2019,7,July,"11,584",0,34
B02410,"POLO LIMOUSINE, CORP.",,2021,6,June,876,0,27
B02612,GOLDEN LUXURY TRANSPORTATION INC.,,2017,2,February,137,0,4
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2021,7,July,213,0,15
B01285,UNION RADIO DISPATCH INC,,2021,2,February,"6,828",0,43
B00821,ATLANTIC CAR SVCE,,2021,2,February,"12,788",0,93
B02288,SAFARI TRANSPORTATION INC.,,2016,1,January,173,0,8
B02429,SEAGULL RIDE CORP,,2016,4,April,707,0,4
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2017,2,February,360,0,13
B02834,811 TRANSIT CORP,,2018,7,July,"3,063",0,22
B02725,KIRIN TRANSPORTATION INC,,2018,11,November,80,0,7
B02505,TRELAWNY CAR SERVICE INC,,2016,10,October,"2,729",0,13
B02667,LEON LUXURY LIMO INC,,2017,3,March,49,0,3
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2015,12,December,"6,004",0,20
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2017,10,October,"4,519",0,18
B00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2021,3,March,"9,931",0,51
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2016,2,February,"23,871",0,125
B02653,NEW COLLEGE CAR SVCE INC,,2020,9,September,"5,942",0,32
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2020,10,October,97,0,5
B03074,BLACKBIRD WORLDWIDE CORP,,2020,8,August,43,0,5
B02903,JFK LUXURY LIMOUSINE INC,,2019,4,April,461,0,11
B02346,PIA CAR LIMO. INC.,,2015,12,December,88,0,4
B03006,HUDSON HEIGHTS TRANSPORTATION INC.,,2018,6,June,58,0,5
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2021,3,March,"6,194",0,36
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2019,9,September,860,0,34
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2018,3,March,"5,403",0,16
B03074,BLACKBIRD WORLDWIDE CORP,,2021,7,July,138,0,6
b01700,LINDEN EXPRESS CAR SERVICES INC.,,2017,1,January,"1,042",0,7
B02989,GOOD FRIENDS CAR SERVICE INC,,2020,12,December,"3,910",0,19
B02273,BENI'S LIMOUSINE SERVICE INC,,2017,9,September,25,0,8
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,FIVE BOROUGHS CAR SERVICE,2018,3,March,129,0,4
B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,,2020,9,September,15,0,1
B00151,KINGSBAY CAR SERVICE INC,,2018,12,December,10,0,5
B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",,2017,8,August,178,0,1
B02292,NEW YORK APPLE V.I.P. CORP,,2018,7,July,"1,442",0,7
B02917,C & A BLACK CAR CORP.,,2020,8,August,961,0,27
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2018,1,January,9,0,3
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2021,8,August,585,0,2
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2017,12,December,"6,847",0,39
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2018,2,February,"1,859",0,40
B01913,MIRAGE LIMOUSINE SERVICE INC,,2019,9,September,698,0,26
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2017,5,May,18,0,1
B01606,LA MEXICANA EXPRESS INC.,,2021,6,June,"1,438",0,8
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2018,9,September,"3,177",0,21
B01734,AMERICAN DREAM CAR SERVICE INC.,,2019,7,July,43,0,3
B00647,KISS CAR SERVICE INC,,2016,9,September,"78,117",0,383
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2016,6,June,445,0,13
B02424,FRIENDLY RIDE INC,,2021,8,August,55,0,7
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2016,7,July,"6,153",0,37
B02008,"SCARSDALE TRIP SERVICE, INC.",RED OAK TRANSPORTATION,2021,6,June,27,0,4
B01854,EUROPE LIMOUSINE SERVICE INC,,2015,12,December,"1,469",0,41
B02470,VAHANA INC.,,2020,3,March,150,0,11
B00296,PRIME TIME TRANS. INC,,2016,10,October,"1,683",0,40
B03073,"TRANSMEDI, LLC",,2018,6,June,83,0,3
B01721,W.K. CAR & LIMO SERVICE INC,,2021,4,April,"1,148",0,8
B01626,LA NUEVA QUISQUEYA C/S INC,,2020,10,October,"11,693",0,51
B01445,J T TRANS CO INC,,2019,4,April,"6,580",0,74
B00296,PRIME TIME TRANS. INC,,2018,5,May,"1,030",0,37
B00693,BUSHWICK CAR SVCE INC,,2021,4,April,141,0,1
B02903,JFK LUXURY LIMOUSINE INC,,2019,9,September,730,0,16
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2019,10,October,"20,368",0,98
B00888,ACE C/L SVCE INC,,2019,9,September,"1,395",0,32
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2020,1,January,"3,007",0,17
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2020,2,February,990,0,4
B00149,RAINBOW RAD DISP INC,,2019,1,January,893,0,6
B00196,NEW EASY WAY RADIO DISP INC,,2016,11,November,617,0,16
B02470,VAHANA INC.,,2020,12,December,51,0,9
B00030,TREMONT DISPATCHING CORP,,2015,6,June,"3,294",0,40
B02987,7 WAYS TRANSPORTATION CORP.,,2021,1,January,47,0,2
B02245,OCEANA CAR AND LIMO,,2017,3,March,"5,386",0,16
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2021,4,April,"3,301",0,18
B00419,KOOP DISPATCHING INC.,,2018,4,April,464,0,4
B01529,J.I.G. TRANSPORT CORP.,ECKFORD CAR SERVICE,2017,8,August,119,0,2
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2021,10,October,"2,207",0,16
B02996,FOREVER BLUE CAR SERVICE INC.,,2019,9,September,"1,629",0,21
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2021,8,August,"20,297",0,274
B02956,W.K.EXPRESS LIMO SERVICE INC,,2019,5,May,48,0,14
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2017,6,June,"1,520",0,58
B02845,MIRAE CALLS INC,,2016,5,May,22,0,10
B01913,MIRAGE LIMOUSINE SERVICE INC,,2018,4,April,818,0,22
B00296,PRIME TIME TRANS. INC,,2015,10,October,"1,833",0,56
